CODIGO_IBGE;MUNICIPIO;REGIONAL;PREFEITO;DIRETOR_REGIONAL;ATENDENTE(RAMAL);OBSERVACAO;LINK_IBGE
3524600;Jacupiranga;ER Vale do Ribeira;João Batista De Andrade;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/jacupiranga/panorama
3524709;Jaguariuna;ER Campinas;David Hilario Neto;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/jaguariuna/panorama
3524808;Jales;ER Sao Jose do Rio Preto;Luis Henrique Dos Santos Moreira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/jales/panorama
3524907;Jambeiro;ER Sao Jose dos Campos;Aries Marioto Ferreira;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/jambeiro/panorama
3525003;Jandira;ER Sao Paulo;Henri Hajime Sato;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/jandira/panorama
3525102;Jardinopolis;ER Ribeirao Preto;Antônio Carlos Degan;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/jardinopolis/panorama
3525201;Jarinu;ER Campinas;Debora Cristina Prado Belinello;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/jarinu/panorama
3525300;Jau;ER Bauru;Jorge Ivan Cassaro;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/jau/panorama
3525409;Jeriquara;ER Franca;Elaine Pinheiro De Paula Mansano Garcia;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/jeriquara/panorama
3525508;Joanopolis;ER Campinas;Cristiano Benedito;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/joanopolis/panorama
3525607;Joao Ramalho;ER Marilia;Dirce Da Conceição Bubola Valejo;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/joao-ramalho/panorama
3525706;Jose Bonifacio;ER Sao Jose do Rio Preto;Marcelo Cataruci De Almeida;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/jose-bonifacio/panorama
3525805;Julio Mesquita;ER Marilia;Elton Francisco De Brito;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/julio-mesquita/panorama
3525854;Jumirim;ER Sorocaba;Daniel Vieira;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/jumirim/panorama
3525904;Jundiai;ER Campinas;Gustavo Martinelli;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/jundiai/panorama
3526001;Junqueiropolis;ER Presidente Prudente;Elio Furini Neto;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/junqueiropolis/panorama
3526100;Juquia;ER Vale do Ribeira;Cicero Cirilo Dos Santos;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/juquia/panorama
3526209;Juquitiba;ER Sao Paulo;Willians Soares Rodrigues;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/juquitiba/panorama
3526308;Lagoinha;ER Sao Jose dos Campos;Jose Guilherme Correa Gomes;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/lagoinha/panorama
3526407;Laranjal Paulista;ER Sorocaba;Antonio Valdecir Berto Filho;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/laranjal-paulista/panorama
3526506;Lavinia;ER Aracatuba;Salvador Cazuo Matsunaka;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/lavinia/panorama
3526605;Lavrinhas;ER Sao Jose dos Campos;Marcos Vinicius Franqueira Garcia;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/lavrinhas/panorama
3526704;Leme;ER Campinas;Claudemir Aparecido Borges;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/leme/panorama
3526803;Lencois Paulista;ER Bauru;Andre Paccola Sasso;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/lencois-paulista/panorama
3526902;Limeira;ER Campinas;Murilo Berbet Avigo Felix;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/limeira/panorama
3527009;Lindoia;ER Campinas;Luciano Francisco De Godoi Lopes;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/lindoia/panorama
3527108;Lins;ER Bauru;João Luis Lopes Pandolfi;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/lins/panorama
3527207;Lorena;ER Sao Jose dos Campos;Sylvio Ballerini;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/lorena/panorama
3527256;Lourdes;ER Aracatuba;Odecio Rodrigues Da Silva;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/lourdes/panorama
3527306;Louveira;ER Campinas;Paulo Alberto Finamore;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/louveira/panorama
3527405;Lucelia;ER Presidente Prudente;Tatiana Guilhermino Tazinazzio;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/lucelia/panorama
3527504;Lucianopolis;ER Bauru;Ademir Mantovanelli;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/lucianopolis/panorama
3527603;Luis Antonio;ER Ribeirao Preto;Rodrigo Mello Marques;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/luis-antonio/panorama
3527702;Luiziania;ER Aracatuba;Raphael Saraiva Barreto;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/luiziania/panorama
3527801;Lupercio;ER Marilia;Cleber Menegucci;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/lupercio/panorama
3527900;Lutecia;ER Marilia;Laudemir Leati;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/lutecia/panorama
3528007;Macatuba;ER Bauru;Anderson Ferreira;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/macatuba/panorama
3528106;Macaubal;ER Sao Jose do Rio Preto;Acácio Tardoque Ferreira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/macaubal/panorama
3528205;Macedonia;ER Sao Jose do Rio Preto;Reginaldo Eloy Marcomini Dos Reis;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/macedonia/panorama
3528304;Magda;ER Sao Jose do Rio Preto;Rodolfo Ferreira Kama;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/magda/panorama
3528403;Mairinque;ER Sorocaba;Carlos Eduardo Thomaz Pedroso;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/mairinque/panorama
3528502;Mairipora;ER Sao Paulo;Walid Ali Hamid;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/mairipora/panorama
3528601;Manduri;ER Sorocaba;Paulo Roberto Martins;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/manduri/panorama
3528700;Maraba Paulista;ER Presidente Prudente;Aparecido Nascimento Sobral;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/maraba-paulista/panorama
3528809;Maracai;ER Marilia;Paulo Eduardo Da Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/maracai/panorama
3528858;Marapoama;ER Sao Jose do Rio Preto;Lourenço Lorenceti;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/marapoama/panorama
3528908;Mariapolis;ER Presidente Prudente;Ricardo Mitsuro Watanabe;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/mariapolis/panorama
3529005;Marilia;ER Marilia;Vinicius Almeida Camarinha;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/marilia/panorama
3529104;Marinopolis;ER Sao Jose do Rio Preto;Evaldo Ribeiro;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/marinopolis/panorama
3529203;Martinopolis;ER Presidente Prudente;Valdeci Soares Dos Santos Filho;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/martinopolis/panorama
3529302;Matao;ER Araraquara;Aparecido Ferrari;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/matao/panorama
3529401;Maua;ER Sao Paulo;Francisco Marcelo De Oliveira;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/maua/panorama
3529500;Mendonca;ER Sao Jose do Rio Preto;Juliano Souza De Oliveira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/mendonca/panorama
3529609;Meridiano;ER Sao Jose do Rio Preto;Fábio Paschoalinoto;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/meridiano/panorama
3529658;Mesopolis;ER Sao Jose do Rio Preto;Alex Rocha Pimentel;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/mesopolis/panorama
3529708;Miguelopolis;ER Franca;Julio Ferreira Do Carmo;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/miguelopolis/panorama
3529807;Mineiros do Tiete;ER Bauru;Luiz Gustavo Ferrarez;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/mineiros-do-tiete/panorama
3529906;Miracatu;ER Vale do Ribeira;Vinicius Brandão De Queiroz;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/miracatu/panorama
3530003;Mira Estrela;ER Sao Jose do Rio Preto;Gleice Aparecida Castrequini;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/mira-estrela/panorama
3530102;Mirandopolis;ER Aracatuba;Ederson Pantaleão De Souza;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/mirandopolis/panorama
3530201;Mirante do Paranapanema;ER Presidente Prudente;Eduardo Quesada Piazzalunga;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/mirante-do-paranapanema/panorama
3530300;Mirassol;ER Sao Jose do Rio Preto;Edson Antonio Ermenegildo;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/mirassol/panorama
3530409;Mirassolandia;ER Sao Jose do Rio Preto;Celia Aparecida Fiamenghi Dos Santos Mat;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/mirassolandia/panorama
3530508;Mococa;ER Campinas;Eduardo Ribeiro Barison;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/mococa/panorama
3530607;Mogi das Cruzes;ER Sao Paulo;Maria Luisa Piccolomini Bertaiolli;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/mogi-das-cruzes/panorama
3530706;Mogi Guacu;ER Campinas;Rodrigo Falsetti;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/mogi-guacu/panorama
3530805;Mogi Mirim;ER Campinas;Paulo De Oliveira E Silva;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/mogi-mirim/panorama
3530904;Mombuca;ER Campinas;Everton Tiago Mora Pedroso;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/mombuca/panorama
3531001;Moncoes;ER Sao Jose do Rio Preto;Douglas Antônio Honorato;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/moncoes/panorama
3531100;Mongagua;ER Baixada Santista;Luiz Berbiz De Oliveira;Sizue Yamaguti;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/mongagua/panorama
3531209;Monte Alegre do Sul;ER Campinas;Jose Rafael Vezzan;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/monte-alegre-do-sul/panorama
3531308;Monte Alto;ER Ribeirao Preto;Maria Helena Aguiar Rettondini;Rogerio Rossini (Pio);Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/monte-alto/panorama
3531407;Monte Aprazivel;ER Sao Jose do Rio Preto;João Roberto Camargo;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/monte-aprazivel/panorama
3531506;Monte Azul Paulista;ER Barretos;Mardqueu Silvio França;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/monte-azul-paulista/panorama
3531605;Monte Castelo;ER Presidente Prudente;Edson Carlos Oliveira Da Silva;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/monte-castelo/panorama
3531704;Monteiro Lobato;ER Sao Jose dos Campos;Edmar Jose De Araújo;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/monteiro-lobato/panorama
3531803;Monte Mor;ER Campinas;Murilo Antônio De Sousa Rinaldo;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/monte-mor/panorama
3531902;Morro Agudo;ER Franca;Leandro Cesar Silva Valadares;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/morro-agudo/panorama
3532009;Morungaba;ER Campinas;Luis Fernando Miguel;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/morungaba/panorama
3532058;Motuca;ER Araraquara;Fabio De Menezes Chaves;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/motuca/panorama
3532108;Murutinga do Sul;ER Aracatuba;Cristiano Eleuterio Soares Da Silva;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/murutinga-do-sul/panorama
3532157;Nantes;ER Presidente Prudente;Marllon Jaffer Albano De Oliveira;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/nantes/panorama
3532207;Narandiba;ER Presidente Prudente;Danillo Carvalho Dos Santos;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/narandiba/panorama
3532306;Natividade da Serra;ER Sao Jose dos Campos;Evail Augusto Dos Santos;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/natividade-da-serra/panorama
3532405;Nazare Paulista;ER Campinas;Avanilde Aparecida Gonzaga Canedo;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/nazare-paulista/panorama
3532504;Neves Paulista;ER Sao Jose do Rio Preto;Edenilson Alexandre Roselli;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/neves-paulista/panorama
3532603;Nhandeara;ER Sao Jose do Rio Preto;Antônio Marques Do Nascimento Junior;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nhandeara/panorama
3532702;Nipoa;ER Sao Jose do Rio Preto;Jose Pedro Rampim;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nipoa/panorama
3532801;Nova Alianca;ER Sao Jose do Rio Preto;Jurandir Barbosa De Morais;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nova-alianca/panorama
3532827;Nova Campina;ER Itapeva;Antônio Isael De Oliveira Junior;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nova-campina/panorama
3532843;Nova Canaa Paulista;ER Sao Jose do Rio Preto;Thais Cristina Costa Moreira;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nova-canaa-paulista/panorama
3532868;Nova Castilho;ER Aracatuba;Maicon Garcia Pirola;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/nova-castilho/panorama
3532900;Nova Europa;ER Araraquara;Lidiane Luize Rodrigues;Jorge Bredan;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/nova-europa/panorama
3533007;Nova Granada;ER Sao Jose do Rio Preto;Luiz Augusto Salvador;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/nova-granada/panorama
3533106;Nova Guataporanga;ER Presidente Prudente;Jose Mauro Lourencetti;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/nova-guataporanga/panorama
3533205;Nova Independencia;ER Aracatuba;Fernando Macchi Santana;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/nova-independencia/panorama
3533254;Novais;ER Sao Jose do Rio Preto;Paulo Cesar Dias Pinheiro;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/novais/panorama
3533304;Nova Luzitania;ER Aracatuba;Miguel Jose Araujo Junior;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/nova-luzitania/panorama
3533403;Nova Odessa;ER Campinas;Cláudio Jose Schooder;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/nova-odessa/panorama
3533502;Novo Horizonte;ER Sao Jose do Rio Preto;Fabiano De Mello Belentani;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/novo-horizonte/panorama
3533601;Nuporanga;ER Franca;Daniel Viana Melo;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/nuporanga/panorama
3533700;Ocaucu;ER Marilia;João Benedito Costa E Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/ocaucu/panorama
3533809;Oleo;ER Marilia;Jordão Antonio Vidotto;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/oleo/panorama
3533908;Olimpia;ER Barretos;Eugenio Jose Zuliani;Raphael Dutra;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/olimpia/panorama
3534005;Onda Verde;ER Sao Jose do Rio Preto;Nilson Neves De Souza;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/onda-verde/panorama
3534104;Oriente;ER Marilia;Geraldo Matheus Moris;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/oriente/panorama
3534203;Orindiuva;ER Sao Jose do Rio Preto;Mireli Cristina Leite Ruvieri Martins;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/orindiuva/panorama
3534302;Orlandia;ER Franca;Jorge Gabriel Grasi;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/orlandia/panorama
3534401;Osasco;ER Sao Paulo;Gerson Dias Pessoa;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/osasco/panorama
3534500;Oscar Bressane;ER Marilia;Anselmo Giroto;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/oscar-bressane/panorama
3534609;Osvaldo Cruz;ER Presidente Prudente;Vera Lucia Alves;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/osvaldo-cruz/panorama
3534708;Ourinhos;ER Marilia;Guilherme Andrew Gonçalves Da Silva;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/ourinhos/panorama
3534757;Ouroeste;ER Sao Jose do Rio Preto;Sebastião Carlos Silva;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/ouroeste/panorama
3534807;Ouro Verde;ER Presidente Prudente;Julio Cesar De Mori Vecchiati;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/ouro-verde/panorama
3534906;Pacaembu;ER Presidente Prudente;João Francisco Mugnai Neves;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pacaembu/panorama
3535002;Palestina;ER Sao Jose do Rio Preto;Reinaldo Aparecido Da Cunha;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/palestina/panorama
3535101;Palmares Paulista;ER Sao Jose do Rio Preto;Lucas Aparecido Da Assumção;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/palmares-paulista/panorama
3535200;Palmeira D'Oeste;ER Sao Jose do Rio Preto;Valdir Semensati De Moraes;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/palmeira-d'oeste/panorama
3535309;Palmital;ER Marilia;Luis Gustavo Mendes Moraes;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/palmital/panorama
3535408;Panorama;ER Presidente Prudente;Daniel Gênova;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/panorama/panorama
3535507;Paraguacu Paulista;ER Marilia;Antonio Takashi Sasada;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/paraguacu-paulista/panorama
3535606;Paraibuna;ER Sao Jose dos Campos;Heloisa Antunes De Farias Santos;Sem diretor ate o momento;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/paraibuna/panorama
3535705;Paraiso;ER Sao Jose do Rio Preto;Osvalte Jose Bovoni;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/paraiso/panorama
3535804;Paranapanema;ER Itapeva;Rodolfo Hessel Fanganiello;Rosana Nascimento;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/paranapanema/panorama
3535903;Paranapua;ER Sao Jose do Rio Preto;Daniel Junior Duran Pinatto;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/paranapua/panorama
3536000;Parapua;ER Marilia;Milton Mitio Iwayama;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/parapua/panorama
3536109;Pardinho;ER Sorocaba;Cristiano Camargo Moreira;Fabiano Doretto;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pardinho/panorama
3536208;Pariquera Acu;ER Vale do Ribeira;Wagner Bento Da Costa;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pariquera-acu/panorama
3536257;Parisi;ER Sao Jose do Rio Preto;Oclair Barão Bento;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/parisi/panorama
3536307;Patrocinio Paulista;ER Franca;Mário Marcelo Carraro Bertelli;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/patrocinio-paulista/panorama
3536406;Pauliceia;ER Presidente Prudente;Antonio Simonato;Silvio Ushijima;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/pauliceia/panorama
3536505;Paulinia;ER Campinas;Danilo Henrique Macedo De Barros;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/paulinia/panorama
3536570;Paulistania;ER Bauru;Luiz Carlos Marques;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/paulistania/panorama
3536604;Paulo de Faria;ER Sao Jose do Rio Preto;Dirceu Cassia Filho;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/paulo-de-faria/panorama
3536703;Pederneiras;ER Bauru;Ivana Maria Bertolini Camarinha;Marcelo Graziani;Elaine (4016) / Iris (4015);;https://cidades.ibge.gov.br/brasil/sp/pederneiras/panorama
3536802;Pedra Bela;ER Campinas;Vanderlei Lopes Da Silva;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/pedra-bela/panorama
3536901;Pedranopolis;ER Sao Jose do Rio Preto;Fausto Luano Rosa;Igor Goncalves;Fabiana (4011) / Lais (4022);;https://cidades.ibge.gov.br/brasil/sp/pedranopolis/panorama
3537008;Pedregulho;ER Franca;Carlos Eduardo Barbosa Teixeira;Valter Sene;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/pedregulho/panorama
3537107;Pedreira;ER Campinas;Fabio Vinicius Polidoro;Vitale Junior;Alexandre (4017) / Lucas R. (4014) / Patricia (4013);;https://cidades.ibge.gov.br/brasil/sp/pedreira/panorama
3537156;Pedrinhas Paulista;ER Marilia;Freddie Costa Nicolau;Walter Ihoshi;Danielle (4019) / Andre (4018);;https://cidades.ibge.gov.br/brasil/sp/pedrinhas-paulista/panorama
3537206;Pedro de Toledo;ER Vale do Ribeira;Paulo Eduardo Alves Ferreira;Sem diretor ate o momento;Cido (4012) / Cidinha(4023);;https://cidades.ibge.gov.br/brasil/sp/pedro-de-toledo/panorama
3537305;Penapolis;ER Aracatuba;Carlos Henrique Rossi Catalani;Elisabete dos Santos;Sandra (4021) / Thais (4020);;https://cidades.ibge.gov.br/brasil/sp/penapolis/panorama
